num_dense_layers,embedding_size,optimizer,loss,accuracy
1,4,adam,0.6892296075820923,0.5631470084190369
1,8,adam,0.6906921863555908,0.5905796885490417
1,16,adam,0.6927779316902161,0.6035196781158447
2,4,adam,0.2721799910068512,0.9301242232322693
2,8,adam,0.2721799910068512,0.9301242232322693
2,16,adam,0.2721799910068512,0.9301242232322693
3,4,adam,0.2721799910068512,0.9301242232322693
3,8,adam,0.2721799910068512,0.9301242232322693
3,16,adam,0.1991729587316513,0.9332298040390015
