num_dense_layers,embedding_size,optimizer,loss,accuracy
3,16,sgd,0.3031947910785675,0.8568915128707886
3,32,sgd,0.3031947910785675,0.8568915128707886
3,64,sgd,0.3031947910785675,0.8568915128707886
4,16,sgd,0.3031947910785675,0.8568915128707886
4,32,sgd,0.3031947910785675,0.8568915128707886
4,64,sgd,0.3031947910785675,0.8568915128707886
5,16,sgd,0.3031947910785675,0.8568915128707886
5,32,sgd,0.3031947910785675,0.8568915128707886
5,64,sgd,0.3031947910785675,0.8568915128707886
